Time_(s),Temperature_(C),u(t),tH_(ms),tL_(ms)
1573.55,35.06,15.54,129.00,704.00
1574.38,35.06,15.54,129.00,704.00
1575.21,35.06,15.54,129.00,704.00
1576.05,35.06,15.54,129.00,704.00
1576.88,35.06,15.54,129.00,704.00
1577.71,35.06,15.54,129.00,704.00
1578.55,35.06,15.54,129.00,704.00
1579.38,35.06,15.54,129.00,704.00
1580.21,35.06,15.54,129.00,704.00
1581.05,35.06,15.54,129.00,704.00
1581.88,35.06,15.54,129.00,704.00
1582.71,35.06,15.54,129.00,704.00
1583.54,35.06,15.54,129.00,704.00
1584.38,35.19,15.25,127.00,706.00
1585.21,35.25,13.60,113.00,720.00
1586.04,35.25,12.85,107.00,726.00
1586.88,35.25,12.85,107.00,726.00
1587.71,35.25,12.85,107.00,726.00
1588.54,35.31,12.70,105.00,728.00
1589.38,35.25,12.09,100.00,733.00
1590.21,35.25,12.84,106.00,727.00
1591.04,35.25,12.84,106.00,727.00
1591.87,35.25,12.84,106.00,727.00
1592.71,35.19,12.98,108.00,725.00
1593.54,35.19,13.73,114.00,719.00
1594.37,35.19,13.73,114.00,719.00
1595.21,35.19,13.73,114.00,719.00
1596.04,35.19,13.73,114.00,719.00
1596.87,35.13,13.87,115.00,718.00
1597.71,35.19,14.47,120.00,713.00
1598.54,35.19,13.72,114.00,719.00
1599.37,35.13,13.87,115.00,718.00
1600.20,35.13,14.61,121.00,712.00
1601.04,35.13,14.61,121.00,712.00
1601.87,35.13,14.61,121.00,712.00
1602.70,35.13,14.61,121.00,712.00
1603.54,35.13,14.61,121.00,712.00
1604.37,35.13,14.61,121.00,712.00
1605.20,35.13,14.61,121.00,712.00
1606.04,35.19,14.47,120.00,713.00
1606.87,35.19,13.71,114.00,719.00
1607.70,35.19,13.71,114.00,719.00
1608.53,35.13,13.85,115.00,718.00
1609.37,35.13,14.60,121.00,712.00
1610.20,35.13,14.60,121.00,712.00
1611.03,35.13,14.60,121.00,712.00
1611.87,35.19,14.46,120.00,713.00
1612.70,35.19,13.71,114.00,719.00
1613.53,35.19,13.71,114.00,719.00
1614.37,35.19,13.70,114.00,719.00
1615.20,35.19,13.70,114.00,719.00
1616.03,35.19,13.70,114.00,719.00
1616.86,35.19,13.70,114.00,719.00
1617.70,35.19,13.70,114.00,719.00
1618.53,35.19,13.70,114.00,719.00
1619.36,35.19,13.70,114.00,719.00
1620.20,35.19,13.70,114.00,719.00
1621.03,35.19,13.69,114.00,719.00
1621.86,35.19,13.69,114.00,719.00
1622.70,35.13,13.84,115.00,718.00
1623.53,35.13,14.58,121.00,712.00
1624.36,35.13,14.58,121.00,712.00
1625.19,35.13,14.58,121.00,712.00
1626.03,35.13,14.58,121.00,712.00
1626.86,35.13,14.58,121.00,712.00
1627.69,35.13,14.58,121.00,712.00
1628.53,35.13,14.58,121.00,712.00
1629.36,35.13,14.58,121.00,712.00
1630.19,35.13,14.58,121.00,712.00
1631.03,35.13,14.58,121.00,712.00
1631.86,35.13,14.58,121.00,712.00
1632.69,35.13,14.58,121.00,712.00
1633.52,35.13,14.57,121.00,712.00
1634.36,35.13,14.57,121.00,712.00
1635.19,35.13,14.57,121.00,712.00
1636.02,35.13,14.57,121.00,712.00
1636.86,35.13,14.57,121.00,712.00
1637.69,35.06,14.71,122.00,711.00
1638.52,35.13,15.32,127.00,706.00
1639.36,35.13,14.57,121.00,712.00
1640.19,35.06,14.71,122.00,711.00
1641.02,35.13,15.32,127.00,706.00
1641.85,35.06,14.71,122.00,711.00
1642.69,35.13,15.32,127.00,706.00
1643.52,35.06,14.71,122.00,711.00
1644.35,35.06,15.46,128.00,705.00
1645.19,35.06,15.46,128.00,705.00
1646.02,35.06,15.46,128.00,705.00
1646.85,35.06,15.46,128.00,705.00
1647.69,35.06,15.46,128.00,705.00
1648.52,35.06,15.46,128.00,705.00
1649.35,35.06,15.46,128.00,705.00
1650.18,35.06,15.46,128.00,705.00
1651.02,35.06,15.46,128.00,705.00
1651.85,35.06,15.46,128.00,705.00
1652.68,35.06,15.45,128.00,705.00
1653.52,35.06,15.45,128.00,705.00
1654.35,35.06,15.45,128.00,705.00
1655.18,35.06,15.45,128.00,705.00
1656.02,35.06,15.45,128.00,705.00
1656.85,35.06,15.45,128.00,705.00
1657.68,35.06,15.45,128.00,705.00
1658.52,35.06,15.45,128.00,705.00
1659.35,35.06,15.45,128.00,705.00
1660.18,35.06,15.45,128.00,705.00
1661.01,35.06,15.45,128.00,705.00
1661.85,35.06,15.45,128.00,705.00
1662.68,35.06,15.45,128.00,705.00
1663.51,35.06,15.45,128.00,705.00
1664.35,35.06,15.45,128.00,705.00
1665.18,35.06,15.45,128.00,705.00
1666.01,35.06,15.45,128.00,705.00
1666.85,35.06,15.45,128.00,705.00
1667.68,35.06,15.45,128.00,705.00
1668.51,35.06,15.45,128.00,705.00
1669.34,35.06,15.45,128.00,705.00
1670.18,35.06,15.45,128.00,705.00
1671.01,35.06,15.45,128.00,705.00
1671.84,35.06,15.45,128.00,705.00
1672.68,35.06,15.45,128.00,705.00
1673.51,35.06,15.44,128.00,705.00
1674.34,35.13,15.30,127.00,706.00
1675.18,35.06,14.69,122.00,711.00
1676.01,35.06,15.44,128.00,705.00
1676.84,35.06,15.44,128.00,705.00
1677.67,35.06,15.44,128.00,705.00
1678.51,35.06,15.44,128.00,705.00
1679.34,35.13,15.30,127.00,706.00
1680.17,35.13,14.55,121.00,712.00
1681.01,35.13,14.55,121.00,712.00
1681.84,35.13,14.55,121.00,712.00
1682.67,35.13,14.54,121.00,712.00
1683.51,35.13,14.54,121.00,712.00
1684.34,35.13,14.54,121.00,712.00
1685.17,35.13,14.54,121.00,712.00
1686.00,35.13,14.54,121.00,712.00
1686.84,35.13,14.54,121.00,712.00
1687.67,35.13,14.54,121.00,712.00
1688.50,35.13,14.54,121.00,712.00
1689.34,35.13,14.54,121.00,712.00
1690.17,35.13,14.54,121.00,712.00
1691.00,35.13,14.54,121.00,712.00
1691.84,35.13,14.54,121.00,712.00
1692.67,35.13,14.53,121.00,712.00
1693.50,35.13,14.53,121.00,712.00
1694.33,35.19,14.39,119.00,714.00
1695.17,35.19,13.64,113.00,720.00
1696.00,35.19,13.64,113.00,720.00
1696.83,35.19,13.64,113.00,720.00
1697.67,35.19,13.64,113.00,720.00
1698.50,35.13,13.78,114.00,719.00
1699.33,35.13,14.53,121.00,712.00
1700.17,35.13,14.53,120.00,713.00
1701.00,35.19,14.38,119.00,714.00
1701.83,35.13,13.77,114.00,719.00
1702.66,35.13,14.52,120.00,713.00
1703.50,35.13,14.52,120.00,713.00
1704.33,35.13,14.52,120.00,713.00
1705.16,35.13,14.52,120.00,713.00
1706.00,35.13,14.52,120.00,713.00
1706.83,35.13,14.52,120.00,713.00
1707.66,35.13,14.52,120.00,713.00
1708.50,35.13,14.52,120.00,713.00
1709.33,35.13,14.52,120.00,713.00
1710.16,35.13,14.52,120.00,713.00
1710.99,35.13,14.51,120.00,713.00
1711.83,35.06,14.66,122.00,711.00
1712.66,35.06,15.41,128.00,705.00
1713.49,35.06,15.41,128.00,705.00
1714.33,35.06,15.41,128.00,705.00
1715.16,35.06,15.41,128.00,705.00
1715.99,35.06,15.40,128.00,705.00
1716.83,35.06,15.40,128.00,705.00
1717.66,35.06,15.40,128.00,705.00
1718.49,35.06,15.40,128.00,705.00
1719.32,35.06,15.40,128.00,705.00
1720.16,35.06,15.40,128.00,705.00
1720.99,35.06,15.40,128.00,705.00
1721.82,35.06,15.40,128.00,705.00
1722.66,35.06,15.40,128.00,705.00
1723.49,35.06,15.40,128.00,705.00
1724.32,35.06,15.40,128.00,705.00
1725.16,35.06,15.40,128.00,705.00
1725.99,35.06,15.40,128.00,705.00
1726.82,35.06,15.40,128.00,705.00
1727.65,35.06,15.40,128.00,705.00
1728.49,35.06,15.40,128.00,705.00
1729.32,35.06,15.40,128.00,705.00
1730.15,35.06,15.40,128.00,705.00
1730.99,35.06,15.40,128.00,705.00
1731.82,35.06,15.40,128.00,705.00
1732.65,35.06,15.40,128.00,705.00
1733.49,35.06,15.40,128.00,705.00
1734.32,35.06,15.40,128.00,705.00
1735.15,35.06,15.40,128.00,705.00
1735.98,35.06,15.39,128.00,705.00
1736.82,35.06,15.39,128.00,705.00
1737.65,35.06,15.39,128.00,705.00
1738.48,35.06,15.39,128.00,705.00
1739.32,35.06,15.39,128.00,705.00
1740.15,35.06,15.39,128.00,705.00
1740.98,35.06,15.39,128.00,705.00
1741.82,35.06,15.39,128.00,705.00
1742.65,35.06,15.39,128.00,705.00
1743.48,35.06,15.39,128.00,705.00
1744.31,35.06,15.39,128.00,705.00
1745.15,35.06,15.39,128.00,705.00
1745.98,35.06,15.39,128.00,705.00
1746.81,35.06,15.39,128.00,705.00
1747.65,35.06,15.39,128.00,705.00
1748.48,35.06,15.39,128.00,705.00
1749.31,35.06,15.39,128.00,705.00
1750.15,35.06,15.39,128.00,705.00
1750.98,35.06,15.39,128.00,705.00
1751.81,35.06,15.39,128.00,705.00
1752.64,35.06,15.39,128.00,705.00
1753.48,35.06,15.39,128.00,705.00
1754.31,35.06,15.39,128.00,705.00
1755.14,35.06,15.39,128.00,705.00
1755.98,35.06,15.38,128.00,705.00
1756.81,35.06,15.38,128.00,705.00
1757.64,35.06,15.38,128.00,705.00
1758.48,35.06,15.38,128.00,705.00
1759.31,35.06,15.38,128.00,705.00
1760.14,35.06,15.38,128.00,705.00
1760.97,35.06,15.38,128.00,705.00
1761.81,35.06,15.38,128.00,705.00
1762.64,35.06,15.38,128.00,705.00
1763.47,35.06,15.38,128.00,705.00
1764.31,35.06,15.38,128.00,705.00
1765.14,35.06,15.38,128.00,705.00
1765.97,35.06,15.38,128.00,705.00
1766.81,35.06,15.38,128.00,705.00
1767.64,35.06,15.38,128.00,705.00
1768.47,35.06,15.38,128.00,705.00
1769.31,35.06,15.38,128.00,705.00
1770.14,35.06,15.38,128.00,705.00
1770.97,35.06,15.38,128.00,705.00
1771.80,35.06,15.38,128.00,705.00
1772.64,35.06,15.38,128.00,705.00
1773.47,35.06,15.38,128.00,705.00
1774.30,35.06,15.38,128.00,705.00
1775.14,35.06,15.38,128.00,705.00
1775.97,35.06,15.37,128.00,705.00
1776.80,35.06,15.37,128.00,705.00
1777.64,35.06,15.37,128.00,705.00
1778.47,35.06,15.37,128.00,705.00
1779.30,35.06,15.37,128.00,705.00
1780.13,35.06,15.37,128.00,705.00
1780.97,35.06,15.37,128.00,705.00
1781.80,35.06,15.37,128.00,705.00
1782.63,35.06,15.37,128.00,705.00
1783.47,35.06,15.37,128.00,705.00
1784.30,35.06,15.37,128.00,705.00
1785.13,35.06,15.37,128.00,705.00
1785.97,35.06,15.37,128.00,705.00
1786.80,35.06,15.37,128.00,705.00
1787.63,35.06,15.37,128.00,705.00
1788.46,35.06,15.37,128.00,705.00
1789.30,35.06,15.37,128.00,705.00
1790.13,35.06,15.37,128.00,705.00
1790.96,35.06,15.37,128.00,705.00
1791.80,35.06,15.37,128.00,705.00
